id,comment,label,clean_comment
8166,Worst thing ever. omg,Hate,worst thing ever omg
8167,I will report this. asap,Threat,report asap
8168,Can you make more like this? lol,Question/Suggestion,make like lol
8169,This made me emotional. friend,Emotional,made emotional friend
8170,Great attempt but lacks clarity. haha,Constructive Criticism,great attempt lack clarity haha
8171,Check my page for giveaways! please,Spam,check page giveaway please
8172,You can do it! now,Support,
8173,Loved this! ❤️,Praise,loved
8174,Stay strong!.,Support,stay strong
8175,Join my group now! lol,Spam,join group lol
8176,Follow me for followers! thanks,Spam,follow follower thanks
8177,Can you try a darker theme?.,Question/Suggestion,try darker theme
8178,This looks stunning! lol,Praise,look stunning lol
8179,Will there be a part 2? please,Question/Suggestion,part please
8180,This touched my heart. lol,Emotional,touched heart lol
8181,This is a warning. lol,Threat,warning lol
8182,Fantastic quality! thanks,Praise,fantastic quality thanks
8183,Keep going! omg,Support,keep going omg
8184,Can you upload a tutorial?.,Question/Suggestion,upload tutorial
8185,This made me emotional. haha,Emotional,made emotional haha
8186,Stay strong! now,Support,stay strong
8187,You have no talent. haha,Hate,talent haha
8188,We believe in you! ❤️,Support,believe
8189,This is terrible. dude,Hate,terrible dude
8190,Great attempt but lacks clarity.,Constructive Criticism,great attempt lack clarity
8191,Join my group now! please,Spam,join group please
8192,Great attempt but lacks clarity. asap,Constructive Criticism,great attempt lack clarity asap
8193,We believe in you! 😭,Support,believe
8194,I’ll get your page banned..,Threat,ill get page banned
8195,Stay strong! tbh,Support,stay strong tbh
8196,This is terrible. haha,Hate,terrible haha
8197,Beautiful execution! now,Praise,beautiful execution
8198,Click here for prizes!!!,Spam,click prize
8199,Visuals are nice but transitions feel off. lol,Constructive Criticism,visuals nice transition feel lol
8200,Awful content. omg,Hate,awful content omg
8201,Stay strong! now,Support,stay strong
8202,Beautiful execution! now,Praise,beautiful execution
8203,This sucks. tbh,Hate,suck tbh
8204,This gave me chills.!!,Emotional,gave chill
8205,Can you make more like this?,Question/Suggestion,make like
8206,This is terrible.,Hate,terrible
8207,The audio could be better.!!,Constructive Criticism,audio could better
8208,Loved this! friend,Praise,loved friend
8209,Great attempt but lacks clarity. omg,Constructive Criticism,great attempt lack clarity omg
8210,This sucks. friend,Hate,suck friend
8211,Awful content. ❤️,Hate,awful content
8212,Check my page for giveaways!.,Spam,check page giveaway
8213,Nice idea but pacing feels slow. friend,Constructive Criticism,nice idea pacing feel slow friend
8214,I felt nostalgic watching this. omg,Emotional,felt nostalgic watching omg
8215,I will report this. dude,Threat,report dude
8216,I felt nostalgic watching this. lol,Emotional,felt nostalgic watching lol
8217,This is terrible. tbh,Hate,terrible tbh
8218,Beautiful execution! haha,Praise,beautiful execution haha
8219,The audio could be better. bro,Constructive Criticism,audio could better bro
8220,I can relate to this. lol,Emotional,relate lol
8221,Amazing work! 😂,Praise,amazing work
8222,Can you upload a tutorial? now,Question/Suggestion,upload tutorial
8223,Awful content.,Hate,awful content
8224,You can do it! haha,Support,haha
8225,Worst thing ever. asap,Hate,worst thing ever asap
8226,Great attempt but lacks clarity. ❤️,Constructive Criticism,great attempt lack clarity
8227,You can do it! dude,Support,dude
8228,I’ll take action. now,Threat,ill take action
8229,This is terrible.,Hate,terrible
8230,Great animation! lol,Praise,great animation lol
8231,Great attempt but lacks clarity. omg,Constructive Criticism,great attempt lack clarity omg
8232,Check my page for giveaways! thanks,Spam,check page giveaway thanks
8233,Stay strong! now,Support,stay strong
8234,Good effort but needs improvement. tbh,Constructive Criticism,good effort need improvement tbh
8235,Will there be a part 2? please,Question/Suggestion,part please
8236,Check my page for giveaways! lol,Spam,check page giveaway lol
8237,Proud of your progress! lol,Support,proud progress lol
8238,This made me emotional.!!,Emotional,made emotional
8239,Will there be a part 2? lol,Question/Suggestion,part lol
8240,I can relate to this. please,Emotional,relate please
8241,I will report this. asap,Threat,report asap
8242,Can you make more like this?!!,Question/Suggestion,make like
8243,Stop or face consequences. asap,Threat,stop face consequence asap
8244,The audio could be better. haha,Constructive Criticism,audio could better haha
8245,Nice idea but pacing feels slow. ❤️,Constructive Criticism,nice idea pacing feel slow
8246,Stop or face consequences. ❤️,Threat,stop face consequence
8247,Can you try a darker theme?!!,Question/Suggestion,try darker theme
8248,Worst thing ever..,Hate,worst thing ever
8249,I can relate to this. now,Emotional,relate
8250,Beautiful execution! thanks,Praise,beautiful execution thanks
8251,Can you upload a tutorial? friend,Question/Suggestion,upload tutorial friend
8252,DM for promotions. ❤️,Spam,dm promotion
8253,Great animation! bro,Praise,great animation bro
8254,The audio could be better..,Constructive Criticism,audio could better
8255,This sucks..,Hate,suck
8256,Amazing work! lol,Praise,amazing work lol
8257,Stop or face consequences.!!,Threat,stop face consequence
8258,The audio could be better. 😭,Constructive Criticism,audio could better
8259,Loved this! tbh,Praise,loved tbh
8260,This touched my heart. ❤️,Emotional,touched heart
8261,Loved this! friend,Praise,loved friend
8262,Great attempt but lacks clarity. ❤️,Constructive Criticism,great attempt lack clarity
8263,Check my page for giveaways! thanks,Spam,check page giveaway thanks
8264,This made me emotional. 😭,Emotional,made emotional
8265,Follow me for followers! haha,Spam,follow follower haha
8266,Can you upload a tutorial?,Question/Suggestion,upload tutorial
8267,Visuals are nice but transitions feel off. lol,Constructive Criticism,visuals nice transition feel lol
8268,Stop or face consequences. now,Threat,stop face consequence
8269,The audio could be better. dude,Constructive Criticism,audio could better dude
8270,Awful content. haha,Hate,awful content haha
8271,I’ll take action.,Threat,ill take action
8272,Great animation!,Praise,great animation
8273,Great attempt but lacks clarity. friend,Constructive Criticism,great attempt lack clarity friend
8274,This made me emotional. asap,Emotional,made emotional asap
8275,Can you upload a tutorial? ❤️,Question/Suggestion,upload tutorial
8276,Worst thing ever.,Hate,worst thing ever
8277,Worst thing ever. now,Hate,worst thing ever
8278,Can you try a darker theme? ❤️,Question/Suggestion,try darker theme
8279,What tool did you use? thanks,Question/Suggestion,tool use thanks
8280,Beautiful execution! friend,Praise,beautiful execution friend
8281,Keep going! dude,Support,keep going dude
8282,This sucks. 😂,Hate,suck
8283,Fantastic quality! bro,Praise,fantastic quality bro
8284,This is terrible. ❤️,Hate,terrible
8285,This is a warning. 😂,Threat,warning
8286,Great animation! bro,Praise,great animation bro
8287,This gave me chills. thanks,Emotional,gave chill thanks
8288,Stop or face consequences. 😭,Threat,stop face consequence
8289,This sucks. 😂,Hate,suck
8290,Can you upload a tutorial? dude,Question/Suggestion,upload tutorial dude
8291,This is terrible. haha,Hate,terrible haha
8292,I will report this. 😂,Threat,report
8293,Stop or face consequences.,Threat,stop face consequence
8294,This looks stunning! lol,Praise,look stunning lol
8295,Great animation! now,Praise,great animation
8296,Stop or face consequences. please,Threat,stop face consequence please
8297,What tool did you use?.,Question/Suggestion,tool use
8298,I’ll take action. asap,Threat,ill take action asap
8299,This touched my heart.!!,Emotional,touched heart
8300,I’ll get your page banned. asap,Threat,ill get page banned asap
8301,This made me emotional. tbh,Emotional,made emotional tbh
8302,Stop or face consequences. 😭,Threat,stop face consequence
8303,Good effort but needs improvement. friend,Constructive Criticism,good effort need improvement friend
8304,Great animation! bro,Praise,great animation bro
8305,What tool did you use? omg,Question/Suggestion,tool use omg
8306,Fantastic quality! dude,Praise,fantastic quality dude
8307,Amazing work! thanks,Praise,amazing work thanks
8308,You have no talent. friend,Hate,talent friend
8309,I will report this. asap,Threat,report asap
8310,Great attempt but lacks clarity. ❤️,Constructive Criticism,great attempt lack clarity
8311,You have no talent. ❤️,Hate,talent
8312,I felt nostalgic watching this. tbh,Emotional,felt nostalgic watching tbh
8313,Worst thing ever. bro,Hate,worst thing ever bro
8314,This made me emotional. asap,Emotional,made emotional asap
8315,Worst thing ever. haha,Hate,worst thing ever haha
8316,I will report this. lol,Threat,report lol
8317,Will there be a part 2?.,Question/Suggestion,part
8318,I’ll take action..,Threat,ill take action
8319,Can you make more like this? thanks,Question/Suggestion,make like thanks
8320,You have no talent. ❤️,Hate,talent
8321,This gave me chills. bro,Emotional,gave chill bro
8322,Will there be a part 2?.,Question/Suggestion,part
8323,Great attempt but lacks clarity. tbh,Constructive Criticism,great attempt lack clarity tbh
8324,Will there be a part 2? haha,Question/Suggestion,part haha
8325,This gave me chills. please,Emotional,gave chill please
8326,Check my page for giveaways!,Spam,check page giveaway
8327,I’ll get your page banned. 😂,Threat,ill get page banned
8328,Nice idea but pacing feels slow. friend,Constructive Criticism,nice idea pacing feel slow friend
8329,Keep going! please,Support,keep going please
8330,Visuals are nice but transitions feel off. dude,Constructive Criticism,visuals nice transition feel dude
8331,This gave me chills. bro,Emotional,gave chill bro
8332,Beautiful execution!,Praise,beautiful execution
8333,This sucks. ❤️,Hate,suck
8334,I’ll get your page banned. thanks,Threat,ill get page banned thanks
8335,This looks stunning!!!,Praise,look stunning
8336,Stay strong! bro,Support,stay strong bro
8337,Great attempt but lacks clarity. tbh,Constructive Criticism,great attempt lack clarity tbh
8338,I’ll take action. 😂,Threat,ill take action
8339,Beautiful execution! friend,Praise,beautiful execution friend
8340,Join my group now! please,Spam,join group please
8341,Can you upload a tutorial? bro,Question/Suggestion,upload tutorial bro
8342,I’ll get your page banned. haha,Threat,ill get page banned haha
8343,I felt nostalgic watching this. now,Emotional,felt nostalgic watching
8344,Check my page for giveaways! haha,Spam,check page giveaway haha
8345,Fantastic quality!,Praise,fantastic quality
8346,This is a warning. ❤️,Threat,warning
8347,You have no talent. friend,Hate,talent friend
8348,This looks stunning! friend,Praise,look stunning friend
8349,Worst thing ever. 😭,Hate,worst thing ever
8350,Can you upload a tutorial?.,Question/Suggestion,upload tutorial
8351,You have no talent. omg,Hate,talent omg
8352,Can you upload a tutorial? friend,Question/Suggestion,upload tutorial friend
8353,Click here for prizes! thanks,Spam,click prize thanks
8354,This made me emotional. asap,Emotional,made emotional asap
8355,Fantastic quality! omg,Praise,fantastic quality omg
8356,Beautiful execution! friend,Praise,beautiful execution friend
8357,This is terrible. omg,Hate,terrible omg
8358,Awful content. bro,Hate,awful content bro
8359,Beautiful execution!!!,Praise,beautiful execution
8360,This is terrible.,Hate,terrible
8361,You can do it! 😭,Support,
8362,Will there be a part 2? thanks,Question/Suggestion,part thanks
8363,I will report this. dude,Threat,report dude
8364,Great animation! lol,Praise,great animation lol
8365,I’ll take action. bro,Threat,ill take action bro
8366,Beautiful execution!!!,Praise,beautiful execution
8367,This gave me chills. please,Emotional,gave chill please
8368,Keep going! bro,Support,keep going bro
8369,I felt nostalgic watching this. please,Emotional,felt nostalgic watching please
