id,comment,label
8873,Follow me for followers! tbh,Spam
8874,This sucks. friend,Hate
8875,Worst thing ever. please,Hate
8876,Beautiful execution! now,Praise
8877,Good effort but needs improvement. lol,Constructive Criticism
8878,I can relate to this..,Emotional
8879,Worst thing ever. please,Hate
8880,I’ll take action. 😭,Threat
8881,We believe in you! thanks,Support
8882,Can you try a darker theme? now,Question/Suggestion
8883,Keep going! thanks,Support
8884,Beautiful execution! dude,Praise
8885,You can do it! omg,Support
8886,I felt nostalgic watching this. 😭,Emotional
8887,Can you upload a tutorial? 😭,Question/Suggestion
8888,Nice idea but pacing feels slow..,Constructive Criticism
8889,Great animation! dude,Praise
8890,The audio could be better. dude,Constructive Criticism
8891,We believe in you! please,Support
8892,This touched my heart.!!,Emotional
8893,I can relate to this. tbh,Emotional
8894,The audio could be better. bro,Constructive Criticism
8895,Proud of your progress!!!,Support
8896,Amazing work! asap,Praise
8897,Good effort but needs improvement.!!,Constructive Criticism
8898,Stay strong! 😭,Support
8899,This is a warning. omg,Threat
8900,Keep going! friend,Support
8901,This gave me chills. 😭,Emotional
8902,Keep going! dude,Support
8903,Awful content. thanks,Hate
8904,DM for promotions. ❤️,Spam
8905,Will there be a part 2? bro,Question/Suggestion
8906,Fantastic quality! 😭,Praise
8907,I’ll take action. thanks,Threat
8908,I’ll get your page banned.!!,Threat
8909,Awful content. dude,Hate
8910,We believe in you! tbh,Support
8911,Awful content.,Hate
8912,Join my group now! lol,Spam
8913,Click here for prizes!,Spam
8914,I felt nostalgic watching this..,Emotional
8915,Click here for prizes! 😂,Spam
8916,This is a warning. please,Threat
8917,Visuals are nice but transitions feel off. ❤️,Constructive Criticism
8918,Good effort but needs improvement. tbh,Constructive Criticism
8919,This is a warning. haha,Threat
8920,Can you upload a tutorial? omg,Question/Suggestion
8921,Good effort but needs improvement. friend,Constructive Criticism
8922,Stop or face consequences. please,Threat
8923,I can relate to this. thanks,Emotional
8924,You can do it! friend,Support
8925,Good effort but needs improvement. thanks,Constructive Criticism
8926,Beautiful execution! dude,Praise
8927,Worst thing ever. friend,Hate
8928,Check my page for giveaways!!!,Spam
8929,Will there be a part 2? 😂,Question/Suggestion
8930,What tool did you use?.,Question/Suggestion
8931,Can you make more like this? tbh,Question/Suggestion
8932,Worst thing ever. omg,Hate
8933,Awful content. 😂,Hate
8934,This made me emotional. haha,Emotional
8935,Amazing work! ❤️,Praise
8936,Can you try a darker theme? dude,Question/Suggestion
8937,I felt nostalgic watching this. dude,Emotional
8938,Can you try a darker theme? now,Question/Suggestion
8939,Fantastic quality! thanks,Praise
8940,Can you upload a tutorial?,Question/Suggestion
8941,Will there be a part 2? asap,Question/Suggestion
8942,Click here for prizes! friend,Spam
8943,This gave me chills. now,Emotional
8944,This gave me chills. omg,Emotional
8945,I will report this. tbh,Threat
8946,The audio could be better. bro,Constructive Criticism
8947,Worst thing ever. bro,Hate
8948,This sucks. friend,Hate
8949,Can you make more like this? please,Question/Suggestion
8950,Nice idea but pacing feels slow. omg,Constructive Criticism
8951,Stop or face consequences. asap,Threat
8952,I’ll get your page banned. thanks,Threat
8953,What tool did you use?,Question/Suggestion
8954,Visuals are nice but transitions feel off. tbh,Constructive Criticism
8955,Click here for prizes! friend,Spam
8956,The audio could be better. please,Constructive Criticism
8957,Beautiful execution! ❤️,Praise
8958,What tool did you use? 😂,Question/Suggestion
8959,You’ve got this! now,Support
8960,Worst thing ever. bro,Hate
8961,Amazing work! asap,Praise
8962,Join my group now! haha,Spam
8963,Will there be a part 2? 😂,Question/Suggestion
8964,Follow me for followers! asap,Spam
8965,Great attempt but lacks clarity. ❤️,Constructive Criticism
8966,Great attempt but lacks clarity. now,Constructive Criticism
8967,I’ll get your page banned. ❤️,Threat
8968,This touched my heart. thanks,Emotional
8969,This made me emotional. lol,Emotional
8970,You can do it!,Support
8971,Join my group now! please,Spam
8972,This made me emotional.!!,Emotional
8973,Stay strong! now,Support
8974,Visuals are nice but transitions feel off.,Constructive Criticism
8975,This made me emotional. lol,Emotional
8976,This gave me chills. tbh,Emotional
8977,Join my group now! haha,Spam
8978,Proud of your progress! asap,Support
8979,Fantastic quality! 😂,Praise
8980,Check my page for giveaways! dude,Spam
8981,This is a warning. dude,Threat
8982,The audio could be better. lol,Constructive Criticism
8983,You’ve got this! lol,Support
8984,The audio could be better. asap,Constructive Criticism
8985,Will there be a part 2? haha,Question/Suggestion
8986,Awful content. dude,Hate
8987,You can do it! thanks,Support
8988,I can relate to this. thanks,Emotional
8989,Good effort but needs improvement.!!,Constructive Criticism
8990,I’ll take action.,Threat
8991,Can you try a darker theme? asap,Question/Suggestion
8992,Follow me for followers! 😂,Spam
8993,I can relate to this. 😂,Emotional
8994,Can you make more like this? please,Question/Suggestion
8995,Keep going! dude,Support
8996,You can do it! thanks,Support
8997,I’ll get your page banned. 😂,Threat
8998,You can do it! 😂,Support
8999,This gave me chills.!!,Emotional
9000,We believe in you! tbh,Support
9001,This is a warning. please,Threat
9002,I can relate to this. haha,Emotional
9003,Can you upload a tutorial? omg,Question/Suggestion
9004,Beautiful execution! asap,Praise
9005,Keep going! asap,Support
9006,You have no talent.,Hate
9007,This sucks. haha,Hate
9008,I felt nostalgic watching this. lol,Emotional
9009,What tool did you use? friend,Question/Suggestion
9010,Awful content. lol,Hate
9011,Nice idea but pacing feels slow..,Constructive Criticism
9012,Amazing work! dude,Praise
9013,Check my page for giveaways! omg,Spam
9014,Proud of your progress!.,Support
9015,Will there be a part 2? now,Question/Suggestion
9016,Stay strong! please,Support
9017,Click here for prizes! haha,Spam
9018,This is a warning.!!,Threat
9019,I felt nostalgic watching this. now,Emotional
9020,Will there be a part 2? omg,Question/Suggestion
9021,Amazing work!,Praise
9022,We believe in you! dude,Support
9023,Great animation! 😭,Praise
9024,What tool did you use?,Question/Suggestion
9025,Proud of your progress!,Support
9026,Can you make more like this? ❤️,Question/Suggestion
9027,I will report this. now,Threat
9028,Good effort but needs improvement. lol,Constructive Criticism
9029,You have no talent.!!,Hate
9030,Stay strong! now,Support
9031,Can you try a darker theme?!!,Question/Suggestion
9032,You have no talent. haha,Hate
9033,This is a warning. omg,Threat
9034,Nice idea but pacing feels slow. now,Constructive Criticism
9035,Check my page for giveaways! ❤️,Spam
9036,Stay strong! asap,Support
9037,I’ll take action. friend,Threat
9038,Click here for prizes! lol,Spam
9039,Great attempt but lacks clarity. 😂,Constructive Criticism
9040,Great animation! dude,Praise
9041,Can you upload a tutorial? 😭,Question/Suggestion
9042,This is a warning. bro,Threat
9043,I will report this. 😂,Threat
9044,This made me emotional..,Emotional
9045,Good effort but needs improvement. tbh,Constructive Criticism
9046,I will report this. haha,Threat
9047,Check my page for giveaways! 😂,Spam
9048,Can you try a darker theme? ❤️,Question/Suggestion
9049,Stay strong! 😭,Support
9050,Join my group now! 😂,Spam
9051,This gave me chills.!!,Emotional
9052,You’ve got this!,Support
9053,This touched my heart. please,Emotional
9054,Can you try a darker theme?.,Question/Suggestion
9055,Great attempt but lacks clarity. now,Constructive Criticism
9056,What tool did you use? omg,Question/Suggestion
9057,Join my group now! haha,Spam
9058,Great attempt but lacks clarity. friend,Constructive Criticism
9059,This made me emotional. 😂,Emotional
9060,Check my page for giveaways! please,Spam
9061,I can relate to this.!!,Emotional
9062,Can you try a darker theme?,Question/Suggestion
9063,We believe in you! bro,Support
9064,This made me emotional. omg,Emotional
9065,Proud of your progress! omg,Support
9066,The audio could be better. bro,Constructive Criticism
9067,Great attempt but lacks clarity. please,Constructive Criticism
9068,This is terrible. ❤️,Hate
9069,You’ve got this! 😂,Support
9070,You have no talent. haha,Hate
9071,Beautiful execution! bro,Praise
9072,This gave me chills..,Emotional
9073,I’ll take action.,Threat
9074,Can you try a darker theme? bro,Question/Suggestion
9075,Proud of your progress!,Support
9076,Fantastic quality! now,Praise
9077,I will report this.,Threat
9078,Awful content. thanks,Hate
9079,DM for promotions. dude,Spam
9080,Click here for prizes! now,Spam
9081,Can you try a darker theme? omg,Question/Suggestion
9082,Click here for prizes! omg,Spam
9083,Stop or face consequences. bro,Threat
9084,I can relate to this.!!,Emotional
9085,This made me emotional. tbh,Emotional
9086,Good effort but needs improvement. 😭,Constructive Criticism
9087,Visuals are nice but transitions feel off. dude,Constructive Criticism
9088,Beautiful execution! haha,Praise
9089,Stop or face consequences. 😭,Threat
9090,You have no talent. now,Hate
9091,Good effort but needs improvement..,Constructive Criticism
9092,What tool did you use? 😂,Question/Suggestion
9093,Visuals are nice but transitions feel off.,Constructive Criticism
9094,I can relate to this. lol,Emotional
9095,Stop or face consequences..,Threat
9096,Can you try a darker theme? 😭,Question/Suggestion
9097,I will report this..,Threat
9098,Can you upload a tutorial? haha,Question/Suggestion
9099,What tool did you use? lol,Question/Suggestion
9100,This is a warning. dude,Threat
9101,Loved this! bro,Praise
9102,Visuals are nice but transitions feel off. 😂,Constructive Criticism
9103,Join my group now! now,Spam
9104,Great animation!,Praise
9105,This looks stunning! bro,Praise
9106,DM for promotions. now,Spam
9107,I will report this. lol,Threat
9108,This gave me chills. lol,Emotional
9109,I’ll get your page banned. asap,Threat
9110,This looks stunning! lol,Praise
9111,Great attempt but lacks clarity. 😂,Constructive Criticism
9112,Proud of your progress! 😂,Support
9113,Will there be a part 2? now,Question/Suggestion
9114,Visuals are nice but transitions feel off.!!,Constructive Criticism
9115,This is terrible. please,Hate
9116,Loved this! please,Praise
9117,Follow me for followers! haha,Spam
9118,Can you make more like this? lol,Question/Suggestion
9119,The audio could be better. dude,Constructive Criticism
9120,I’ll get your page banned. friend,Threat
9121,This gave me chills. asap,Emotional
9122,I felt nostalgic watching this.!!,Emotional
9123,This gave me chills. now,Emotional
9124,Can you try a darker theme? haha,Question/Suggestion
9125,Check my page for giveaways! 😂,Spam
9126,Great attempt but lacks clarity. friend,Constructive Criticism
9127,Can you upload a tutorial? haha,Question/Suggestion
9128,Follow me for followers! bro,Spam
9129,Loved this! please,Praise
9130,You’ve got this! thanks,Support
9131,This is terrible. lol,Hate
9132,Will there be a part 2?!!,Question/Suggestion
9133,Amazing work!,Praise
9134,I can relate to this. now,Emotional
9135,DM for promotions. lol,Spam
9136,The audio could be better. asap,Constructive Criticism
9137,Stay strong!,Support
9138,I will report this..,Threat
9139,Join my group now! dude,Spam
9140,Can you upload a tutorial? now,Question/Suggestion
9141,You have no talent. haha,Hate
9142,This is terrible. bro,Hate
9143,Can you upload a tutorial? bro,Question/Suggestion
9144,DM for promotions.!!,Spam
9145,Amazing work! now,Praise
9146,DM for promotions. lol,Spam
9147,You’ve got this! ❤️,Support
9148,Join my group now! dude,Spam
9149,This touched my heart. dude,Emotional
9150,Will there be a part 2? 😭,Question/Suggestion
9151,I’ll get your page banned. dude,Threat
9152,You’ve got this! friend,Support
9153,Loved this! please,Praise
9154,Amazing work! please,Praise
9155,Can you try a darker theme? asap,Question/Suggestion
9156,Nice idea but pacing feels slow. ❤️,Constructive Criticism
9157,Worst thing ever. 😂,Hate
9158,Amazing work! omg,Praise
9159,This gave me chills. bro,Emotional
9160,The audio could be better. friend,Constructive Criticism
9161,Can you try a darker theme?!!,Question/Suggestion
9162,The audio could be better. bro,Constructive Criticism
9163,I can relate to this. 😭,Emotional
9164,Great animation! tbh,Praise
9165,This touched my heart. haha,Emotional
9166,Proud of your progress! asap,Support
9167,Beautiful execution! 😂,Praise
9168,Can you upload a tutorial? thanks,Question/Suggestion
9169,This made me emotional. please,Emotional
9170,Proud of your progress! ❤️,Support
9171,Great attempt but lacks clarity. thanks,Constructive Criticism
9172,This gave me chills. omg,Emotional
9173,Check my page for giveaways!.,Spam
9174,You’ve got this! bro,Support
9175,Stay strong! ❤️,Support
9176,I’ll get your page banned. tbh,Threat
9177,Amazing work! now,Praise
9178,Beautiful execution! please,Praise
9179,This made me emotional. 😂,Emotional
9180,Check my page for giveaways! thanks,Spam
9181,Nice idea but pacing feels slow. asap,Constructive Criticism
9182,Awful content. now,Hate
9183,Join my group now! please,Spam
9184,This sucks. tbh,Hate
9185,You can do it! 😭,Support
9186,I’ll get your page banned. omg,Threat
